,card_id
0,C_ID_5037ff576e
1,C_ID_48fb13e70f
2,C_ID_fc8e41b9cf
3,C_ID_fc8e41b9cf
4,C_ID_fc8e41b9cf
5,C_ID_fc8e41b9cf
6,C_ID_fc8e41b9cf
7,C_ID_fc8e41b9cf
8,C_ID_fc8e41b9cf
9,C_ID_fc8e41b9cf
10,C_ID_fc8e41b9cf
11,C_ID_fc8e41b9cf
12,C_ID_fc8e41b9cf
13,C_ID_fc8e41b9cf
14,C_ID_fc8e41b9cf
15,C_ID_fc8e41b9cf
16,C_ID_fc8e41b9cf
17,C_ID_fc8e41b9cf
18,C_ID_fc8e41b9cf
19,C_ID_fc8e41b9cf
20,C_ID_4bed29d75c
21,C_ID_4bed29d75c
22,C_ID_4bed29d75c
23,C_ID_4bed29d75c
24,C_ID_4bed29d75c
25,C_ID_058b254a5b
26,C_ID_058b254a5b
27,C_ID_058b254a5b
28,C_ID_058b254a5b
29,C_ID_058b254a5b
30,C_ID_058b254a5b
31,C_ID_058b254a5b
32,C_ID_058b254a5b
33,C_ID_058b254a5b
34,C_ID_058b254a5b
35,C_ID_058b254a5b
36,C_ID_a9af70f52d
37,C_ID_b45d4d37b1
38,C_ID_b45d4d37b1
39,C_ID_b45d4d37b1
40,C_ID_b45d4d37b1
41,C_ID_b45d4d37b1
42,C_ID_198914cf94
43,C_ID_ad99f08d4c
44,C_ID_ad99f08d4c
45,C_ID_ad99f08d4c
46,C_ID_ad99f08d4c
47,C_ID_ad99f08d4c
48,C_ID_ad99f08d4c
49,C_ID_ad99f08d4c
50,C_ID_ad99f08d4c
51,C_ID_ad99f08d4c
52,C_ID_ad99f08d4c
53,C_ID_ad99f08d4c
54,C_ID_ad99f08d4c
55,C_ID_ad99f08d4c
56,C_ID_ad99f08d4c
57,C_ID_ad99f08d4c
58,C_ID_ad99f08d4c
59,C_ID_ad99f08d4c
60,C_ID_ad99f08d4c
61,C_ID_ad99f08d4c
62,C_ID_ad99f08d4c
63,C_ID_ad99f08d4c
64,C_ID_ad99f08d4c
65,C_ID_ad99f08d4c
66,C_ID_ad99f08d4c
67,C_ID_ad99f08d4c
68,C_ID_ad99f08d4c
69,C_ID_ad99f08d4c
70,C_ID_ad99f08d4c
71,C_ID_ad99f08d4c
72,C_ID_ad99f08d4c
73,C_ID_ad99f08d4c
74,C_ID_ad99f08d4c
75,C_ID_ad99f08d4c
76,C_ID_ad99f08d4c
77,C_ID_e5f5fcf6e7
78,C_ID_e5f5fcf6e7
79,C_ID_e5f5fcf6e7
80,C_ID_e5f5fcf6e7
81,C_ID_e5f5fcf6e7
82,C_ID_e5f5fcf6e7
83,C_ID_e5f5fcf6e7
84,C_ID_e5f5fcf6e7
85,C_ID_e5f5fcf6e7
86,C_ID_e5f5fcf6e7
87,C_ID_e5f5fcf6e7
88,C_ID_e5f5fcf6e7
89,C_ID_e5f5fcf6e7
90,C_ID_e5f5fcf6e7
91,C_ID_e5f5fcf6e7
92,C_ID_e5f5fcf6e7
93,C_ID_e5f5fcf6e7
94,C_ID_e5f5fcf6e7
95,C_ID_e5f5fcf6e7
96,C_ID_e5f5fcf6e7
97,C_ID_3df86e0089
98,C_ID_3df86e0089
99,C_ID_3df86e0089
100,C_ID_3df86e0089
101,C_ID_3df86e0089
102,C_ID_3df86e0089
103,C_ID_3df86e0089
104,C_ID_9deaeaf200
105,C_ID_8b076210e3
106,C_ID_8b076210e3
107,C_ID_8b076210e3
108,C_ID_8b076210e3
109,C_ID_8b076210e3
110,C_ID_8b076210e3
111,C_ID_8b076210e3
112,C_ID_8b076210e3
113,C_ID_8b076210e3
114,C_ID_8b076210e3
115,C_ID_90eb72061a
116,C_ID_90eb72061a
117,C_ID_bdf550bccd
118,C_ID_bdf550bccd
119,C_ID_bdf550bccd
120,C_ID_bdf550bccd
121,C_ID_bdf550bccd
122,C_ID_c6d389f6c4
123,C_ID_c6d389f6c4
124,C_ID_c6d389f6c4
125,C_ID_104b205261
126,C_ID_89f75e7d82
127,C_ID_89f75e7d82
128,C_ID_89f75e7d82
129,C_ID_89f75e7d82
130,C_ID_89f75e7d82
131,C_ID_89f75e7d82
132,C_ID_89f75e7d82
133,C_ID_89f75e7d82
134,C_ID_89f75e7d82
135,C_ID_89f75e7d82
136,C_ID_89f75e7d82
137,C_ID_89f75e7d82
138,C_ID_89f75e7d82
139,C_ID_89f75e7d82
140,C_ID_89f75e7d82
141,C_ID_89f75e7d82
142,C_ID_89f75e7d82
143,C_ID_89f75e7d82
144,C_ID_89f75e7d82
145,C_ID_89f75e7d82
146,C_ID_89f75e7d82
147,C_ID_89f75e7d82
148,C_ID_89f75e7d82
149,C_ID_1964c39b55
150,C_ID_1964c39b55
151,C_ID_1964c39b55
152,C_ID_1964c39b55
153,C_ID_1964c39b55
154,C_ID_1964c39b55
155,C_ID_1964c39b55
156,C_ID_65188857e6
157,C_ID_65188857e6
158,C_ID_65188857e6
159,C_ID_65188857e6
160,C_ID_65188857e6
161,C_ID_65188857e6
162,C_ID_65188857e6
163,C_ID_65188857e6
164,C_ID_ae3fd2961d
165,C_ID_ae3fd2961d
166,C_ID_011b0d9794
167,C_ID_011b0d9794
168,C_ID_011b0d9794
169,C_ID_011b0d9794
170,C_ID_011b0d9794
171,C_ID_011b0d9794
172,C_ID_011b0d9794
173,C_ID_011b0d9794
174,C_ID_011b0d9794
175,C_ID_011b0d9794
176,C_ID_011b0d9794
177,C_ID_011b0d9794
178,C_ID_011b0d9794
179,C_ID_011b0d9794
180,C_ID_57c74056eb
181,C_ID_36cee895be
182,C_ID_36cee895be
183,C_ID_36cee895be
184,C_ID_36cee895be
185,C_ID_36cee895be
186,C_ID_36cee895be
187,C_ID_f531b08078
188,C_ID_0046db9f8a
189,C_ID_0046db9f8a
190,C_ID_0046db9f8a
191,C_ID_0046db9f8a
192,C_ID_0046db9f8a
193,C_ID_0046db9f8a
194,C_ID_0046db9f8a
195,C_ID_0046db9f8a
196,C_ID_0046db9f8a
197,C_ID_0046db9f8a
198,C_ID_0046db9f8a
199,C_ID_0046db9f8a
200,C_ID_c182ec51a0
201,C_ID_c182ec51a0
202,C_ID_ae9a186307
203,C_ID_ae9a186307
204,C_ID_ae9a186307
205,C_ID_ae9a186307
206,C_ID_c0fdcc9bb6
207,C_ID_c0fdcc9bb6
208,C_ID_c0fdcc9bb6
209,C_ID_e995d051ae
210,C_ID_e995d051ae
211,C_ID_e995d051ae
212,C_ID_e995d051ae
213,C_ID_e995d051ae
214,C_ID_e995d051ae
215,C_ID_e995d051ae
216,C_ID_e995d051ae
217,C_ID_e995d051ae
218,C_ID_e995d051ae
219,C_ID_e995d051ae
220,C_ID_e995d051ae
221,C_ID_e995d051ae
222,C_ID_e995d051ae
223,C_ID_e995d051ae
224,C_ID_e995d051ae
225,C_ID_e995d051ae
226,C_ID_e995d051ae
227,C_ID_062c6dda0f
228,C_ID_062c6dda0f
229,C_ID_062c6dda0f
230,C_ID_062c6dda0f
231,C_ID_f52b7b5563
232,C_ID_f52b7b5563
233,C_ID_9311c9e1d2
234,C_ID_9311c9e1d2
235,C_ID_ea4e9ec072
236,C_ID_ea4e9ec072
237,C_ID_ea4e9ec072
238,C_ID_ea4e9ec072
239,C_ID_ea4e9ec072
240,C_ID_ea4e9ec072
241,C_ID_ea4e9ec072
242,C_ID_ea4e9ec072
243,C_ID_ea4e9ec072
244,C_ID_ea4e9ec072
245,C_ID_ea4e9ec072
246,C_ID_ea4e9ec072
247,C_ID_ea4e9ec072
248,C_ID_ea4e9ec072
249,C_ID_ea4e9ec072
250,C_ID_ea4e9ec072
251,C_ID_ea4e9ec072
252,C_ID_ea4e9ec072
253,C_ID_ea4e9ec072
254,C_ID_ea4e9ec072
255,C_ID_ea4e9ec072
256,C_ID_9861d0fa05
257,C_ID_9861d0fa05
258,C_ID_9861d0fa05
259,C_ID_9861d0fa05
260,C_ID_9861d0fa05
261,C_ID_9861d0fa05
262,C_ID_9861d0fa05
263,C_ID_9861d0fa05
264,C_ID_9861d0fa05
265,C_ID_9861d0fa05
266,C_ID_9861d0fa05
267,C_ID_9861d0fa05
268,C_ID_9861d0fa05
269,C_ID_9861d0fa05
270,C_ID_9861d0fa05
271,C_ID_9861d0fa05
272,C_ID_9861d0fa05
273,C_ID_89445651cf
274,C_ID_ac54812859
275,C_ID_ac54812859
276,C_ID_ac54812859
277,C_ID_418e92d805
278,C_ID_06b77830e2
279,C_ID_06b77830e2
280,C_ID_06b77830e2
281,C_ID_06b77830e2
282,C_ID_06b77830e2
283,C_ID_06b77830e2
284,C_ID_06b77830e2
285,C_ID_06b77830e2
286,C_ID_06b77830e2
287,C_ID_06b77830e2
288,C_ID_06b77830e2
289,C_ID_06b77830e2
290,C_ID_06b77830e2
291,C_ID_06b77830e2
292,C_ID_06b77830e2
293,C_ID_06b77830e2
294,C_ID_06b77830e2
295,C_ID_06b77830e2
296,C_ID_06b77830e2
297,C_ID_06b77830e2
298,C_ID_06b77830e2
299,C_ID_06b77830e2
300,C_ID_06b77830e2
301,C_ID_a72cf96131
302,C_ID_a72cf96131
303,C_ID_a72cf96131
304,C_ID_f714170f42
305,C_ID_f714170f42
306,C_ID_896f0e6096
307,C_ID_896f0e6096
308,C_ID_896f0e6096
309,C_ID_896f0e6096
310,C_ID_896f0e6096
311,C_ID_5ef4e703f7
312,C_ID_5ef4e703f7
313,C_ID_5ef4e703f7
314,C_ID_1a16072149
315,C_ID_1a16072149
316,C_ID_1a16072149
317,C_ID_3e4646ce4a
318,C_ID_3e4646ce4a
319,C_ID_e4f9fdda44
320,C_ID_e4f9fdda44
321,C_ID_e4f9fdda44
322,C_ID_e4f9fdda44
323,C_ID_e4f9fdda44
324,C_ID_e4f9fdda44
325,C_ID_e4f9fdda44
326,C_ID_e4f9fdda44
327,C_ID_e4f9fdda44
328,C_ID_e4f9fdda44
329,C_ID_e4f9fdda44
330,C_ID_e4f9fdda44
331,C_ID_e4f9fdda44
332,C_ID_e4f9fdda44
333,C_ID_5786ec9f45
334,C_ID_ea9b6a3dd2
335,C_ID_ea9b6a3dd2
336,C_ID_d4caeaee15
337,C_ID_d4caeaee15
338,C_ID_d4caeaee15
339,C_ID_d4caeaee15
340,C_ID_eb07b37ea8
341,C_ID_eb07b37ea8
342,C_ID_eb07b37ea8
343,C_ID_eb07b37ea8
344,C_ID_eb07b37ea8
345,C_ID_eb07b37ea8
346,C_ID_f466e63724
347,C_ID_f466e63724
348,C_ID_f466e63724
349,C_ID_f466e63724
350,C_ID_f466e63724
351,C_ID_f466e63724
352,C_ID_f466e63724
353,C_ID_f466e63724
354,C_ID_de61f65ad9
355,C_ID_454bf27987
356,C_ID_454bf27987
357,C_ID_51e912e5a4
358,C_ID_51e912e5a4
359,C_ID_51e912e5a4
360,C_ID_51e912e5a4
361,C_ID_51e912e5a4
362,C_ID_51e912e5a4
363,C_ID_51e912e5a4
364,C_ID_51e912e5a4
365,C_ID_51e912e5a4
366,C_ID_51e912e5a4
367,C_ID_51e912e5a4
368,C_ID_51e912e5a4
369,C_ID_51e912e5a4
370,C_ID_51e912e5a4
371,C_ID_51e912e5a4
372,C_ID_51e912e5a4
373,C_ID_51e912e5a4
374,C_ID_51e912e5a4
375,C_ID_51e912e5a4
376,C_ID_51e912e5a4
377,C_ID_51e912e5a4
378,C_ID_51e912e5a4
379,C_ID_51e912e5a4
380,C_ID_51e912e5a4
381,C_ID_51e912e5a4
382,C_ID_51e912e5a4
383,C_ID_c504d73c6f
384,C_ID_c504d73c6f
385,C_ID_c504d73c6f
386,C_ID_c504d73c6f
387,C_ID_c504d73c6f
388,C_ID_c504d73c6f
389,C_ID_c504d73c6f
390,C_ID_c504d73c6f
391,C_ID_c504d73c6f
392,C_ID_c504d73c6f
393,C_ID_c504d73c6f
394,C_ID_c504d73c6f
395,C_ID_c504d73c6f
396,C_ID_149071be4f
397,C_ID_149071be4f
398,C_ID_149071be4f
399,C_ID_6d31cab489
400,C_ID_6d31cab489
401,C_ID_6d31cab489
402,C_ID_6d31cab489
403,C_ID_6d31cab489
404,C_ID_59adbef773
405,C_ID_59adbef773
406,C_ID_59adbef773
407,C_ID_59adbef773
408,C_ID_59adbef773
409,C_ID_0998bf9e51
410,C_ID_0998bf9e51
411,C_ID_0998bf9e51
412,C_ID_0998bf9e51
413,C_ID_0998bf9e51
414,C_ID_0998bf9e51
415,C_ID_0998bf9e51
416,C_ID_0998bf9e51
417,C_ID_0998bf9e51
418,C_ID_0998bf9e51
419,C_ID_1a49f7d3ec
420,C_ID_1a49f7d3ec
421,C_ID_1a49f7d3ec
422,C_ID_7133b0dba0
423,C_ID_7133b0dba0
424,C_ID_7133b0dba0
425,C_ID_7133b0dba0
426,C_ID_7133b0dba0
427,C_ID_5b98ebe338
428,C_ID_5b98ebe338
429,C_ID_c14a40541e
430,C_ID_c14a40541e
431,C_ID_c14a40541e
432,C_ID_c14a40541e
433,C_ID_c14a40541e
434,C_ID_c14a40541e
435,C_ID_c14a40541e
436,C_ID_c14a40541e
437,C_ID_c14a40541e
438,C_ID_fb0366b9bf
439,C_ID_fb0366b9bf
440,C_ID_fb0366b9bf
441,C_ID_fb0366b9bf
442,C_ID_fb0366b9bf
443,C_ID_fb0366b9bf
444,C_ID_fb0366b9bf
445,C_ID_fb0366b9bf
446,C_ID_db71047141
447,C_ID_db71047141
448,C_ID_db71047141
449,C_ID_db71047141
450,C_ID_db71047141
451,C_ID_db71047141
452,C_ID_db71047141
453,C_ID_db71047141
454,C_ID_db71047141
455,C_ID_db71047141
456,C_ID_db71047141
457,C_ID_db71047141
458,C_ID_db71047141
459,C_ID_db71047141
460,C_ID_db71047141
461,C_ID_4de2220387
462,C_ID_4de2220387
463,C_ID_4de2220387
464,C_ID_4de2220387
465,C_ID_4de2220387
466,C_ID_4de2220387
467,C_ID_4de2220387
468,C_ID_4de2220387
469,C_ID_1950177218
470,C_ID_1950177218
471,C_ID_1950177218
472,C_ID_1950177218
473,C_ID_1950177218
474,C_ID_711ec709f3
475,C_ID_711ec709f3
476,C_ID_711ec709f3
477,C_ID_711ec709f3
478,C_ID_711ec709f3
479,C_ID_6f600ee044
480,C_ID_6f600ee044
481,C_ID_6f600ee044
482,C_ID_6f600ee044
483,C_ID_6f600ee044
484,C_ID_6f600ee044
485,C_ID_6f600ee044
486,C_ID_6f600ee044
487,C_ID_6f600ee044
488,C_ID_6f600ee044
489,C_ID_6f600ee044
490,C_ID_6f600ee044
491,C_ID_6f600ee044
492,C_ID_6f600ee044
493,C_ID_6f600ee044
494,C_ID_6f600ee044
495,C_ID_6f600ee044
496,C_ID_6f600ee044
497,C_ID_6f600ee044
498,C_ID_6f600ee044
499,C_ID_58cde062ed
500,C_ID_58cde062ed
501,C_ID_58cde062ed
502,C_ID_58cde062ed
503,C_ID_58cde062ed
504,C_ID_58cde062ed
505,C_ID_58cde062ed
506,C_ID_58cde062ed
507,C_ID_58cde062ed
508,C_ID_58cde062ed
509,C_ID_58cde062ed
510,C_ID_58cde062ed
511,C_ID_58cde062ed
512,C_ID_58cde062ed
513,C_ID_58cde062ed
514,C_ID_58cde062ed
515,C_ID_58cde062ed
516,C_ID_58cde062ed
517,C_ID_58cde062ed
518,C_ID_58cde062ed
519,C_ID_58cde062ed
520,C_ID_564d2f8fb1
521,C_ID_564d2f8fb1
522,C_ID_564d2f8fb1
523,C_ID_564d2f8fb1
524,C_ID_564d2f8fb1
525,C_ID_564d2f8fb1
526,C_ID_564d2f8fb1
527,C_ID_564d2f8fb1
528,C_ID_564d2f8fb1
529,C_ID_564d2f8fb1
530,C_ID_564d2f8fb1
531,C_ID_eb250c57f5
532,C_ID_eb250c57f5
533,C_ID_eb250c57f5
534,C_ID_eb250c57f5
535,C_ID_eb250c57f5
536,C_ID_eb250c57f5
537,C_ID_eb250c57f5
538,C_ID_66fa112e62
539,C_ID_66fa112e62
540,C_ID_66fa112e62
541,C_ID_66fa112e62
542,C_ID_66fa112e62
543,C_ID_66fa112e62
544,C_ID_66fa112e62
545,C_ID_66fa112e62
546,C_ID_66fa112e62
547,C_ID_66fa112e62
548,C_ID_66fa112e62
549,C_ID_66fa112e62
550,C_ID_66fa112e62
551,C_ID_66fa112e62
552,C_ID_66fa112e62
553,C_ID_66fa112e62
554,C_ID_66fa112e62
555,C_ID_66fa112e62
556,C_ID_66fa112e62
557,C_ID_66fa112e62
558,C_ID_66fa112e62
559,C_ID_66fa112e62
560,C_ID_66fa112e62
561,C_ID_66fa112e62
562,C_ID_66fa112e62
563,C_ID_66fa112e62
564,C_ID_66fa112e62
565,C_ID_66fa112e62
566,C_ID_66fa112e62
567,C_ID_66fa112e62
568,C_ID_2b395bb626
569,C_ID_9f6ab4a101
570,C_ID_95ad014d5c
571,C_ID_375af5c403
572,C_ID_79fc85b782
573,C_ID_79fc85b782
574,C_ID_28fa6e1b95
575,C_ID_28fa6e1b95
576,C_ID_28fa6e1b95
577,C_ID_28fa6e1b95
578,C_ID_28fa6e1b95
579,C_ID_28fa6e1b95
580,C_ID_28fa6e1b95
581,C_ID_28fa6e1b95
582,C_ID_28fa6e1b95
583,C_ID_28fa6e1b95
584,C_ID_28fa6e1b95
585,C_ID_28fa6e1b95
586,C_ID_28fa6e1b95
587,C_ID_28fa6e1b95
588,C_ID_28fa6e1b95
589,C_ID_28fa6e1b95
590,C_ID_28fa6e1b95
591,C_ID_28fa6e1b95
592,C_ID_8b7650c51a
593,C_ID_8b7650c51a
594,C_ID_8b7650c51a
595,C_ID_8b7650c51a
596,C_ID_01b098ff01
597,C_ID_01b098ff01
598,C_ID_01b098ff01
599,C_ID_01b098ff01
600,C_ID_01b098ff01
601,C_ID_01b098ff01
602,C_ID_01b098ff01
603,C_ID_01b098ff01
604,C_ID_01b098ff01
605,C_ID_01b098ff01
606,C_ID_01b098ff01
607,C_ID_01b098ff01
608,C_ID_f46269304b
609,C_ID_f46269304b
610,C_ID_f46269304b
611,C_ID_f46269304b
612,C_ID_f46269304b
613,C_ID_4a1d9765f8
614,C_ID_ea45106395
615,C_ID_ea45106395
616,C_ID_ea45106395
617,C_ID_ea45106395
618,C_ID_ea45106395
619,C_ID_ea45106395
620,C_ID_ea45106395
621,C_ID_77cdac9766
622,C_ID_77cdac9766
623,C_ID_77cdac9766
624,C_ID_77cdac9766
625,C_ID_77cdac9766
626,C_ID_565eea411b
627,C_ID_565eea411b
628,C_ID_565eea411b
629,C_ID_565eea411b
630,C_ID_565eea411b
631,C_ID_565eea411b
632,C_ID_565eea411b
633,C_ID_c3efc5edf5
634,C_ID_5481d0ce7b
635,C_ID_5481d0ce7b
636,C_ID_5481d0ce7b
637,C_ID_5481d0ce7b
638,C_ID_5481d0ce7b
639,C_ID_5481d0ce7b
640,C_ID_5481d0ce7b
641,C_ID_2f6f120cf8
642,C_ID_8fc635b8cc
643,C_ID_8fc635b8cc
644,C_ID_8fc635b8cc
645,C_ID_8fc635b8cc
646,C_ID_8fc635b8cc
647,C_ID_8fc635b8cc
648,C_ID_8fc635b8cc
649,C_ID_8fc635b8cc
650,C_ID_8fc635b8cc
651,C_ID_8fc635b8cc
652,C_ID_8fc635b8cc
653,C_ID_8fc635b8cc
654,C_ID_b1ce08a6d0
655,C_ID_b1ce08a6d0
656,C_ID_b1ce08a6d0
657,C_ID_b1ce08a6d0
658,C_ID_b1ce08a6d0
659,C_ID_b1ce08a6d0
660,C_ID_b1ce08a6d0
661,C_ID_b1ce08a6d0
662,C_ID_b1ce08a6d0
663,C_ID_b1ce08a6d0
664,C_ID_b1ce08a6d0
665,C_ID_b1ce08a6d0
666,C_ID_b1ce08a6d0
667,C_ID_b1ce08a6d0
668,C_ID_b1ce08a6d0
669,C_ID_b1ce08a6d0
670,C_ID_b1ce08a6d0
671,C_ID_b1ce08a6d0
672,C_ID_b1ce08a6d0
673,C_ID_b1ce08a6d0
674,C_ID_b1ce08a6d0
675,C_ID_b1ce08a6d0
676,C_ID_460bb1bafa
677,C_ID_460bb1bafa
678,C_ID_460bb1bafa
679,C_ID_460bb1bafa
