,card_id
680,C_ID_460bb1bafa
681,C_ID_460bb1bafa
682,C_ID_460bb1bafa
683,C_ID_460bb1bafa
684,C_ID_460bb1bafa
685,C_ID_9085892d9d
686,C_ID_ce026bf60b
687,C_ID_ce026bf60b
688,C_ID_ce026bf60b
689,C_ID_d931f87212
690,C_ID_d931f87212
691,C_ID_d931f87212
692,C_ID_6bda5db699
693,C_ID_6bda5db699
694,C_ID_6bda5db699
695,C_ID_6bda5db699
696,C_ID_6bda5db699
697,C_ID_6bda5db699
698,C_ID_6bda5db699
699,C_ID_6bda5db699
700,C_ID_6bda5db699
701,C_ID_6bda5db699
702,C_ID_6bda5db699
703,C_ID_6bda5db699
704,C_ID_6bda5db699
705,C_ID_6bda5db699
706,C_ID_6bda5db699
707,C_ID_6bda5db699
708,C_ID_6bda5db699
709,C_ID_6bda5db699
710,C_ID_6bda5db699
711,C_ID_20853a634a
712,C_ID_20853a634a
713,C_ID_20853a634a
714,C_ID_20853a634a
715,C_ID_20853a634a
716,C_ID_20853a634a
717,C_ID_20853a634a
718,C_ID_20853a634a
719,C_ID_20853a634a
720,C_ID_661830c108
721,C_ID_7d1bfd92bb
722,C_ID_3173592630
723,C_ID_3173592630
724,C_ID_3173592630
725,C_ID_3173592630
726,C_ID_3173592630
727,C_ID_ca10994c55
728,C_ID_ca10994c55
729,C_ID_ca10994c55
730,C_ID_ca10994c55
731,C_ID_ca10994c55
732,C_ID_ca10994c55
733,C_ID_ca10994c55
734,C_ID_ca10994c55
735,C_ID_ca10994c55
736,C_ID_ca10994c55
737,C_ID_ca10994c55
738,C_ID_8c5c7feac1
739,C_ID_8c5c7feac1
740,C_ID_8c5c7feac1
741,C_ID_8c5c7feac1
742,C_ID_8c5c7feac1
743,C_ID_f00c0c22ac
744,C_ID_f00c0c22ac
745,C_ID_f00c0c22ac
746,C_ID_f00c0c22ac
747,C_ID_f00c0c22ac
748,C_ID_f00c0c22ac
749,C_ID_f00c0c22ac
750,C_ID_f00c0c22ac
751,C_ID_f00c0c22ac
752,C_ID_f00c0c22ac
753,C_ID_f00c0c22ac
754,C_ID_f00c0c22ac
755,C_ID_f00c0c22ac
756,C_ID_f00c0c22ac
757,C_ID_f00c0c22ac
758,C_ID_f00c0c22ac
759,C_ID_f00c0c22ac
760,C_ID_f00c0c22ac
761,C_ID_f00c0c22ac
762,C_ID_f00c0c22ac
763,C_ID_f00c0c22ac
764,C_ID_f00c0c22ac
765,C_ID_f00c0c22ac
766,C_ID_a04857c52d
767,C_ID_a04857c52d
768,C_ID_9a1c3b303d
769,C_ID_9a1c3b303d
770,C_ID_9a1c3b303d
771,C_ID_14f06676e4
772,C_ID_14f06676e4
773,C_ID_14f06676e4
774,C_ID_14f06676e4
775,C_ID_14f06676e4
776,C_ID_14f06676e4
777,C_ID_14f06676e4
778,C_ID_14f06676e4
779,C_ID_14f06676e4
780,C_ID_14f06676e4
781,C_ID_14f06676e4
782,C_ID_a2e6440438
783,C_ID_d1e9049805
784,C_ID_d1e9049805
785,C_ID_d1e9049805
786,C_ID_d1e9049805
787,C_ID_d1e9049805
788,C_ID_d1e9049805
789,C_ID_d1e9049805
790,C_ID_d1e9049805
791,C_ID_d1e9049805
792,C_ID_d1e9049805
793,C_ID_d1e9049805
794,C_ID_d1e9049805
795,C_ID_d1e9049805
796,C_ID_d1e9049805
797,C_ID_d1e9049805
798,C_ID_d1e9049805
799,C_ID_d1e9049805
800,C_ID_5fcd403807
801,C_ID_1275f28115
802,C_ID_1275f28115
803,C_ID_1275f28115
804,C_ID_1275f28115
805,C_ID_1275f28115
806,C_ID_1275f28115
807,C_ID_1275f28115
808,C_ID_1275f28115
809,C_ID_1275f28115
810,C_ID_1275f28115
811,C_ID_1275f28115
812,C_ID_a7d3313624
813,C_ID_ca58546aa1
814,C_ID_deda0cca28
815,C_ID_deda0cca28
816,C_ID_deda0cca28
817,C_ID_deda0cca28
818,C_ID_deda0cca28
819,C_ID_deda0cca28
820,C_ID_deda0cca28
821,C_ID_deda0cca28
822,C_ID_deda0cca28
823,C_ID_deda0cca28
824,C_ID_deda0cca28
825,C_ID_deda0cca28
826,C_ID_deda0cca28
827,C_ID_deda0cca28
828,C_ID_deda0cca28
829,C_ID_deda0cca28
830,C_ID_deda0cca28
831,C_ID_deda0cca28
832,C_ID_deda0cca28
833,C_ID_deda0cca28
834,C_ID_deda0cca28
835,C_ID_deda0cca28
836,C_ID_deda0cca28
837,C_ID_deda0cca28
838,C_ID_deda0cca28
839,C_ID_deda0cca28
840,C_ID_deda0cca28
841,C_ID_deda0cca28
842,C_ID_deda0cca28
843,C_ID_deda0cca28
844,C_ID_deda0cca28
845,C_ID_deda0cca28
846,C_ID_7f1c53a02f
847,C_ID_a864f93aaa
848,C_ID_a864f93aaa
849,C_ID_b94eca9b4a
850,C_ID_d2e70e9653
851,C_ID_d2e70e9653
852,C_ID_d2e70e9653
853,C_ID_d2e70e9653
854,C_ID_d2e70e9653
855,C_ID_d2e70e9653
856,C_ID_d2e70e9653
857,C_ID_d2e70e9653
858,C_ID_d2e70e9653
859,C_ID_c8fb63a431
860,C_ID_c8fb63a431
861,C_ID_90fdb4dffd
862,C_ID_90fdb4dffd
863,C_ID_90fdb4dffd
864,C_ID_90fdb4dffd
865,C_ID_90fdb4dffd
866,C_ID_90fdb4dffd
867,C_ID_90fdb4dffd
868,C_ID_90fdb4dffd
869,C_ID_90fdb4dffd
870,C_ID_90fdb4dffd
871,C_ID_03d3f6c6f4
872,C_ID_03d3f6c6f4
873,C_ID_03d3f6c6f4
874,C_ID_03d3f6c6f4
875,C_ID_03d3f6c6f4
876,C_ID_03d3f6c6f4
877,C_ID_03d3f6c6f4
878,C_ID_03d3f6c6f4
879,C_ID_03d3f6c6f4
880,C_ID_03d3f6c6f4
881,C_ID_03d3f6c6f4
882,C_ID_03d3f6c6f4
883,C_ID_03d3f6c6f4
884,C_ID_03d3f6c6f4
885,C_ID_03d3f6c6f4
886,C_ID_03d3f6c6f4
887,C_ID_03d3f6c6f4
888,C_ID_03d3f6c6f4
889,C_ID_03d3f6c6f4
890,C_ID_03d3f6c6f4
891,C_ID_03d3f6c6f4
892,C_ID_03d3f6c6f4
893,C_ID_03d3f6c6f4
894,C_ID_03d3f6c6f4
895,C_ID_03d3f6c6f4
896,C_ID_03d3f6c6f4
897,C_ID_03d3f6c6f4
898,C_ID_03d3f6c6f4
899,C_ID_94f2c85d55
900,C_ID_94f2c85d55
901,C_ID_94f2c85d55
902,C_ID_94f2c85d55
903,C_ID_94f2c85d55
904,C_ID_94f2c85d55
905,C_ID_c9f2b024e9
906,C_ID_c9f2b024e9
907,C_ID_c9f2b024e9
908,C_ID_c9f2b024e9
909,C_ID_c9f2b024e9
910,C_ID_c9f2b024e9
911,C_ID_c9f2b024e9
912,C_ID_c9f2b024e9
913,C_ID_c9f2b024e9
914,C_ID_c9f2b024e9
915,C_ID_c9f2b024e9
916,C_ID_c9f2b024e9
917,C_ID_c9f2b024e9
918,C_ID_c9f2b024e9
919,C_ID_c9f2b024e9
920,C_ID_c9f2b024e9
921,C_ID_c9f2b024e9
922,C_ID_c9f2b024e9
923,C_ID_c9f2b024e9
924,C_ID_c9f2b024e9
925,C_ID_c9f2b024e9
926,C_ID_c9f2b024e9
927,C_ID_c9f2b024e9
928,C_ID_c9f2b024e9
929,C_ID_c9f2b024e9
930,C_ID_c9f2b024e9
931,C_ID_c9f2b024e9
932,C_ID_c9f2b024e9
933,C_ID_c9f2b024e9
934,C_ID_c9f2b024e9
935,C_ID_c9f2b024e9
936,C_ID_c9f2b024e9
937,C_ID_c9f2b024e9
938,C_ID_c9f2b024e9
939,C_ID_c9f2b024e9
940,C_ID_c9f2b024e9
941,C_ID_c9f2b024e9
942,C_ID_9f21a05b07
943,C_ID_9f21a05b07
944,C_ID_9f21a05b07
945,C_ID_9f21a05b07
946,C_ID_9f21a05b07
947,C_ID_9f21a05b07
948,C_ID_9f21a05b07
949,C_ID_9f21a05b07
950,C_ID_9f21a05b07
951,C_ID_9f21a05b07
952,C_ID_9f21a05b07
953,C_ID_9f21a05b07
954,C_ID_8530ef3114
955,C_ID_8530ef3114
956,C_ID_8530ef3114
957,C_ID_8530ef3114
958,C_ID_8530ef3114
959,C_ID_8530ef3114
960,C_ID_8530ef3114
961,C_ID_8530ef3114
962,C_ID_8530ef3114
963,C_ID_8530ef3114
964,C_ID_2baa9db487
965,C_ID_2baa9db487
966,C_ID_2baa9db487
967,C_ID_16ebae3306
968,C_ID_16ebae3306
969,C_ID_16ebae3306
970,C_ID_16ebae3306
971,C_ID_16ebae3306
972,C_ID_16ebae3306
973,C_ID_16ebae3306
974,C_ID_16ebae3306
975,C_ID_16ebae3306
976,C_ID_16ebae3306
977,C_ID_16ebae3306
978,C_ID_16ebae3306
979,C_ID_16ebae3306
980,C_ID_16ebae3306
981,C_ID_16ebae3306
982,C_ID_c95cd104c1
983,C_ID_c95cd104c1
984,C_ID_c95cd104c1
985,C_ID_c95cd104c1
986,C_ID_c95cd104c1
987,C_ID_398122d796
988,C_ID_398122d796
989,C_ID_398122d796
990,C_ID_398122d796
991,C_ID_398122d796
992,C_ID_e562741558
993,C_ID_e562741558
994,C_ID_e562741558
995,C_ID_e562741558
996,C_ID_d0882a3bce
997,C_ID_d0882a3bce
998,C_ID_d0882a3bce
999,C_ID_d0882a3bce
1000,C_ID_d0882a3bce
1001,C_ID_9340bd3efb
1002,C_ID_9340bd3efb
1003,C_ID_8a880d3110
1004,C_ID_8a880d3110
1005,C_ID_8a880d3110
1006,C_ID_8a880d3110
1007,C_ID_8a880d3110
1008,C_ID_8a880d3110
1009,C_ID_8a880d3110
1010,C_ID_8a880d3110
1011,C_ID_8a880d3110
1012,C_ID_8a880d3110
1013,C_ID_8a880d3110
1014,C_ID_ef491b72cc
1015,C_ID_ef491b72cc
1016,C_ID_ef491b72cc
1017,C_ID_c3ebae4cfb
1018,C_ID_b762734ff1
1019,C_ID_9315f3a209
1020,C_ID_9315f3a209
1021,C_ID_9315f3a209
1022,C_ID_9315f3a209
1023,C_ID_9315f3a209
1024,C_ID_9315f3a209
1025,C_ID_9315f3a209
1026,C_ID_9315f3a209
1027,C_ID_9315f3a209
1028,C_ID_9315f3a209
1029,C_ID_9315f3a209
1030,C_ID_9315f3a209
1031,C_ID_9315f3a209
1032,C_ID_9315f3a209
1033,C_ID_9315f3a209
1034,C_ID_9315f3a209
1035,C_ID_9315f3a209
1036,C_ID_9315f3a209
1037,C_ID_9315f3a209
1038,C_ID_9315f3a209
1039,C_ID_9315f3a209
1040,C_ID_9315f3a209
1041,C_ID_9315f3a209
1042,C_ID_9315f3a209
1043,C_ID_9315f3a209
1044,C_ID_9315f3a209
1045,C_ID_9315f3a209
1046,C_ID_7739d4bd60
1047,C_ID_7739d4bd60
1048,C_ID_7739d4bd60
1049,C_ID_635cb0727f
1050,C_ID_635cb0727f
1051,C_ID_635cb0727f
1052,C_ID_635cb0727f
1053,C_ID_635cb0727f
1054,C_ID_635cb0727f
1055,C_ID_635cb0727f
1056,C_ID_83d49f36ff
1057,C_ID_83d49f36ff
1058,C_ID_83d49f36ff
1059,C_ID_83d49f36ff
1060,C_ID_2391482aa2
1061,C_ID_2391482aa2
1062,C_ID_2391482aa2
1063,C_ID_2391482aa2
1064,C_ID_2391482aa2
1065,C_ID_2391482aa2
1066,C_ID_2391482aa2
1067,C_ID_87fa00165a
1068,C_ID_87fa00165a
1069,C_ID_87fa00165a
1070,C_ID_87fa00165a
1071,C_ID_87fa00165a
1072,C_ID_87fa00165a
1073,C_ID_87fa00165a
1074,C_ID_87fa00165a
1075,C_ID_87fa00165a
1076,C_ID_02c2ed9fc0
1077,C_ID_02c2ed9fc0
1078,C_ID_02c2ed9fc0
1079,C_ID_0dcb7bedcf
1080,C_ID_0dcb7bedcf
1081,C_ID_0dcb7bedcf
1082,C_ID_577adf384e
1083,C_ID_577adf384e
1084,C_ID_577adf384e
1085,C_ID_913709054c
1086,C_ID_913709054c
1087,C_ID_913709054c
1088,C_ID_913709054c
1089,C_ID_913709054c
1090,C_ID_913709054c
1091,C_ID_913709054c
1092,C_ID_913709054c
1093,C_ID_913709054c
1094,C_ID_913709054c
1095,C_ID_093d35c85b
1096,C_ID_c4b50eff3f
1097,C_ID_c4b50eff3f
1098,C_ID_c4b50eff3f
1099,C_ID_c4b50eff3f
1100,C_ID_c4b50eff3f
1101,C_ID_c4b50eff3f
1102,C_ID_c4b50eff3f
1103,C_ID_c4b50eff3f
1104,C_ID_c4b50eff3f
1105,C_ID_c4b50eff3f
1106,C_ID_c4b50eff3f
1107,C_ID_c4b50eff3f
1108,C_ID_c4b50eff3f
1109,C_ID_618fea3c1c
1110,C_ID_618fea3c1c
1111,C_ID_618fea3c1c
1112,C_ID_618fea3c1c
1113,C_ID_618fea3c1c
1114,C_ID_618fea3c1c
1115,C_ID_618fea3c1c
1116,C_ID_618fea3c1c
1117,C_ID_618fea3c1c
1118,C_ID_618fea3c1c
1119,C_ID_618fea3c1c
1120,C_ID_618fea3c1c
1121,C_ID_c40c60fb1c
1122,C_ID_c40c60fb1c
1123,C_ID_c40c60fb1c
1124,C_ID_c40c60fb1c
1125,C_ID_4515537c55
1126,C_ID_4515537c55
1127,C_ID_4515537c55
1128,C_ID_4515537c55
1129,C_ID_4515537c55
1130,C_ID_4515537c55
1131,C_ID_4515537c55
1132,C_ID_4515537c55
1133,C_ID_b68861894d
1134,C_ID_b68861894d
1135,C_ID_b68861894d
1136,C_ID_b68861894d
1137,C_ID_b68861894d
1138,C_ID_b68861894d
1139,C_ID_b68861894d
1140,C_ID_b68861894d
1141,C_ID_b68861894d
1142,C_ID_d852db6599
1143,C_ID_d852db6599
1144,C_ID_d852db6599
1145,C_ID_d852db6599
1146,C_ID_d852db6599
1147,C_ID_d852db6599
1148,C_ID_d852db6599
1149,C_ID_d852db6599
1150,C_ID_d852db6599
1151,C_ID_8848826d14
1152,C_ID_8848826d14
1153,C_ID_8848826d14
1154,C_ID_8848826d14
1155,C_ID_8848826d14
1156,C_ID_8848826d14
1157,C_ID_1e5197c60a
1158,C_ID_1e5197c60a
1159,C_ID_1e5197c60a
1160,C_ID_1e5197c60a
1161,C_ID_1e5197c60a
1162,C_ID_1e5197c60a
1163,C_ID_2f6751b08c
1164,C_ID_2f6751b08c
1165,C_ID_2f6751b08c
1166,C_ID_99c391a674
1167,C_ID_99c391a674
1168,C_ID_99c391a674
1169,C_ID_99c391a674
1170,C_ID_8365e2648a
1171,C_ID_8365e2648a
1172,C_ID_8365e2648a
1173,C_ID_225a70c9da
1174,C_ID_225a70c9da
1175,C_ID_fa73b85d9f
1176,C_ID_fa73b85d9f
1177,C_ID_fa73b85d9f
1178,C_ID_fa73b85d9f
1179,C_ID_fa73b85d9f
1180,C_ID_fa73b85d9f
1181,C_ID_fa73b85d9f
1182,C_ID_b7664fcf2c
1183,C_ID_b7664fcf2c
1184,C_ID_b7664fcf2c
1185,C_ID_b7664fcf2c
1186,C_ID_9bf211b95b
1187,C_ID_9bf211b95b
1188,C_ID_64b849f050
1189,C_ID_3b54c9951f
1190,C_ID_3b54c9951f
1191,C_ID_3b54c9951f
1192,C_ID_3b54c9951f
1193,C_ID_3b54c9951f
1194,C_ID_3b54c9951f
1195,C_ID_3b54c9951f
1196,C_ID_3b54c9951f
1197,C_ID_3e00ef3f82
1198,C_ID_3e00ef3f82
1199,C_ID_3e00ef3f82
1200,C_ID_3e00ef3f82
1201,C_ID_3e00ef3f82
1202,C_ID_3e00ef3f82
1203,C_ID_3e00ef3f82
1204,C_ID_3e00ef3f82
1205,C_ID_3e00ef3f82
1206,C_ID_bbb50317b7
1207,C_ID_dc9c5fe1b8
1208,C_ID_dc9c5fe1b8
1209,C_ID_eef1552eb2
1210,C_ID_eef1552eb2
1211,C_ID_eef1552eb2
1212,C_ID_eef1552eb2
1213,C_ID_eef1552eb2
1214,C_ID_eef1552eb2
1215,C_ID_eef1552eb2
1216,C_ID_eef1552eb2
1217,C_ID_eef1552eb2
1218,C_ID_eef1552eb2
1219,C_ID_eef1552eb2
1220,C_ID_eef1552eb2
1221,C_ID_eef1552eb2
1222,C_ID_4588654788
1223,C_ID_4588654788
1224,C_ID_4588654788
1225,C_ID_4588654788
1226,C_ID_4588654788
1227,C_ID_4588654788
1228,C_ID_4588654788
1229,C_ID_4588654788
1230,C_ID_4588654788
1231,C_ID_4588654788
1232,C_ID_4588654788
1233,C_ID_4588654788
1234,C_ID_970c68f3b1
1235,C_ID_59604814a9
1236,C_ID_59604814a9
1237,C_ID_59604814a9
1238,C_ID_59604814a9
1239,C_ID_9ff71414ce
1240,C_ID_9ff71414ce
1241,C_ID_9ff71414ce
1242,C_ID_9ff71414ce
1243,C_ID_9ff71414ce
1244,C_ID_9ff71414ce
1245,C_ID_9ff71414ce
1246,C_ID_9ff71414ce
1247,C_ID_9ff71414ce
1248,C_ID_9ff71414ce
1249,C_ID_9ff71414ce
1250,C_ID_9ff71414ce
1251,C_ID_9d120a6eb2
1252,C_ID_9d120a6eb2
1253,C_ID_9d120a6eb2
1254,C_ID_b22d445d78
1255,C_ID_b22d445d78
1256,C_ID_b22d445d78
1257,C_ID_27de525a35
1258,C_ID_27de525a35
1259,C_ID_27de525a35
1260,C_ID_27de525a35
1261,C_ID_27de525a35
1262,C_ID_27de525a35
1263,C_ID_fe2cf74a3c
1264,C_ID_fe2cf74a3c
1265,C_ID_fe2cf74a3c
1266,C_ID_d89ed6f903
1267,C_ID_d89ed6f903
1268,C_ID_d89ed6f903
1269,C_ID_d89ed6f903
1270,C_ID_d89ed6f903
1271,C_ID_d89ed6f903
1272,C_ID_d89ed6f903
1273,C_ID_d89ed6f903
1274,C_ID_d89ed6f903
1275,C_ID_d89ed6f903
1276,C_ID_a6f2985750
1277,C_ID_a6f2985750
1278,C_ID_a6f2985750
1279,C_ID_a6f2985750
1280,C_ID_a6f2985750
1281,C_ID_a6f2985750
1282,C_ID_a6f2985750
1283,C_ID_a6f2985750
1284,C_ID_a6f2985750
1285,C_ID_a6f2985750
1286,C_ID_a6f2985750
1287,C_ID_a6f2985750
1288,C_ID_a6f2985750
1289,C_ID_a6f2985750
1290,C_ID_a6f2985750
1291,C_ID_a6f2985750
1292,C_ID_a6f2985750
1293,C_ID_a6f2985750
1294,C_ID_a6f2985750
1295,C_ID_a6f2985750
1296,C_ID_a6f2985750
1297,C_ID_a6f2985750
1298,C_ID_a6f2985750
1299,C_ID_a6f2985750
1300,C_ID_a6f2985750
1301,C_ID_a6f2985750
1302,C_ID_a6f2985750
1303,C_ID_a6f2985750
1304,C_ID_a6f2985750
1305,C_ID_a6f2985750
1306,C_ID_1da0ce93b5
1307,C_ID_1da0ce93b5
1308,C_ID_1da0ce93b5
1309,C_ID_d95ac2e146
1310,C_ID_d95ac2e146
1311,C_ID_d95ac2e146
1312,C_ID_d95ac2e146
1313,C_ID_d95ac2e146
1314,C_ID_d95ac2e146
1315,C_ID_d95ac2e146
1316,C_ID_d95ac2e146
1317,C_ID_d95ac2e146
1318,C_ID_d95ac2e146
1319,C_ID_d95ac2e146
1320,C_ID_d95ac2e146
1321,C_ID_d95ac2e146
1322,C_ID_d95ac2e146
1323,C_ID_301a5e809f
1324,C_ID_301a5e809f
1325,C_ID_301a5e809f
1326,C_ID_301a5e809f
1327,C_ID_3b297b98b2
1328,C_ID_12e8350931
1329,C_ID_622ed23564
1330,C_ID_13f3abc544
1331,C_ID_13f3abc544
1332,C_ID_13f3abc544
1333,C_ID_a2297a992c
1334,C_ID_a2297a992c
1335,C_ID_a2297a992c
1336,C_ID_a2297a992c
1337,C_ID_a2297a992c
1338,C_ID_a2297a992c
